datum_snapshot,datum_slot,uhrzeit_slot,dauer_minuten,court,preis,status,tage_im_voraus
2026-05-19T15:33:22,2026-05-20,06:00,90,Indoor 3,45.0,frei,1
2026-05-19T15:33:22,2026-05-20,07:00,90,Indoor 3,45.0,frei,1
2026-05-19T15:33:22,2026-05-20,07:30,60,Indoor 3,30.0,frei,1
2026-05-19T15:33:22,2026-05-20,10:00,90,Indoor 3,45.0,frei,1
2026-05-19T15:33:22,2026-05-20,21:00,60,Indoor 3,30.0,frei,1
2026-05-19T15:33:22,2026-05-20,07:30,90,Indoor 4,33.0,frei,1
2026-05-19T15:33:22,2026-05-20,08:00,60,Indoor 4,22.0,frei,1
2026-05-19T15:33:22,2026-05-20,20:00,60,Indoor 4,26.0,frei,1
2026-05-19T15:33:22,2026-05-20,20:00,120,Indoor 4,48.0,frei,1
2026-05-19T15:33:22,2026-05-20,21:00,60,Indoor 4,22.0,frei,1
2026-05-19T15:33:22,2026-05-21,06:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,90,Outdoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,120,Outdoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,150,Outdoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,90,Outdoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,120,Outdoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,150,Outdoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,90,Outdoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,120,Outdoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,90,Outdoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,150,Outdoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,120,Outdoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,90,Outdoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:00,120,Outdoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,13:00,60,Outdoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,120,Outdoor 1,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:30,90,Outdoor 1,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,20:00,60,Outdoor 1,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,20:00,120,Outdoor 1,66.0,frei,2
2026-05-19T15:33:22,2026-05-21,21:00,60,Outdoor 1,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:30,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:30,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:30,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:30,60,Indoor 2,24.0,frei,2
